sol.name	symbol	entrez	transcript
ASPH_1_0111	ASPH	444	NM_001164750.1;NM_001164751.1;NM_001164752.1;NM_001164753.1;NM_001164754.1;NM_001164755.1;NM_004318.3;NM_032466.3;NM_032468.4;NM_001164756.1;NM_020164.4;NM_032467.3
ASRGL1_1_10111	ASRGL1	80150	NM_001083926.1;NM_025080.3
ATAD3C_1_11	ATAD3C	219293	NM_001039211.2
ATCAY_1_011010	ATCAY	85300	NM_033064.4
ATF2_1_11101	ATF2	1386	NM_001256090.1;NM_001256091.1;NM_001256092.1;NM_001256093.1;NM_001256094.1;NM_001880.3;NR_045768.1;NR_045769.1;NR_045770.1;NR_045771.1;NR_045772.1;NR_045773.1;NR_045774.1
ATF4_1_1111	ATF4	468	NM_001675.2;NM_182810.1
ATF6_1_010010	ATF6	22926	NM_007348.3
ATF7IP2_1_11111	ATF7IP2	80063	NM_001256160.1;NM_024997.3;NR_045815.1;NR_045816.1
ATF7_1_01111	ATF7	11016	NM_001130059.1;NM_001130060.1;NM_006856.2;NM_001206682.1;NM_001206683.1
ATG4B_1_01110	ATG4B	23192	NM_013325.4;NM_178326.2
ATG4C_1_1010	ATG4C	84938	NM_032852.3;NM_178221.2
ATIC_1_11111	ATIC	471	NM_004044.6
ATM_1_1010100101	ATM	472	NM_000051.3
ATM_2_0101011010	ATM	472	NM_000051.3
ATN1_1_00111	ATN1	1822	NM_001007026.1;NM_001940.3
ATOH7_1_11110	ATOH7	220202	NM_145178.3
ATP10A_1_10100	ATP10A	57194	NM_024490.3
ATP11A_1_11011	ATP11A	23250	NM_015205.2;NM_032189.3
ATP12A_1_01011	ATP12A	479	NM_001185085.1;NM_001676.5
ATP13A2_1_11001	ATP13A2	23400	NM_001141973.1;NM_001141974.1;NM_022089.2
ATP1A1_1_10111	ATP1A1	476	NM_000701.7;NM_001160233.1;NM_001160234.1
ATP1A2_1_11111	ATP1A2	477	NM_000702.3
ATP1A3_1_01001	ATP1A3	478	NM_001256213.1;NM_001256214.1;NM_152296.4
ATP1A4_1_11000	ATP1A4	480	NM_144699.3;NM_001001734.1
ATP1A4_2_00011	ATP1A4	480	NM_001001734.1;NM_144699.3
ATP1B1_1_0111	ATP1B1	481	NM_001677.3
ATP2A2_1_01010	ATP2A2	488	NM_001681.3;NM_170665.3
ATP2B1_1_11111	ATP2B1	490	NM_001001323.1;NM_001682.2
ATP2C1_1_10111	ATP2C1	27032	NM_001001485.2;NM_001001486.1;NM_001001487.1;NM_001199179.1;NM_001199180.1;NM_001199181.1;NM_001199182.1;NM_001199183.1;NM_001199184.1;NM_001199185.1;NM_014382.3
ATP2C2_1_1101	ATP2C2	9914	NM_014861.2
ATP5A1_1_01110	ATP5A1	498	NM_001001937.1;NM_004046.4
ATP5C1_1_110	ATP5C1	509	NM_001001973.1;NM_005174.2
ATP5D_1_111	ATP5D	513	NM_001001975.1;NM_001687.4
ATP5EP2_1_111	ATP5EP2	432369	NR_002162.1
ATP5F1_1_1111	ATP5F1	515	NM_001688.4
ATP5G3_1_0111	ATP5G3	518	NM_001002258.4;NM_001190329.1;NM_001689.4
ATP5H_1_1111	ATP5H	10476	NM_001003785.1;NM_006356.2
ATP5J2-PTCD1_1_1110	ATP5J2-PTCD1	100526740	NM_001198879.1
ATP5O_1_10010	ATP5O	539	NM_001697.2
ATP5O_2_01101	ATP5O	539	NM_001697.2
ATP5S_1_0111	ATP5S	27109	NM_001003803.2;NM_001003805.2;NM_015684.3;NR_033761.1
ATP6V0A1_1_10110	ATP6V0A1	535	NM_001130020.1;NM_001130021.1;NM_005177.3
ATP6V0A4_1_10111	ATP6V0A4	50617	NM_020632.2;NM_130840.2;NM_130841.2
ATP6V0C_1_1111	ATP6V0C	527	NM_001198569.1;NM_001694.3
ATP6V0D2_1_1110	ATP6V0D2	245972	NM_152565.1
ATP6V0E1_1_10101	ATP6V0E1	8992	NM_003945.3
ATP6V0E2_1_10011	ATP6V0E2	155066	NM_001100592.1;NM_145230.2
ATP6V1B1_1_0101	ATP6V1B1	525	NM_001692.3
ATP6V1B2_1_01011	ATP6V1B2	526	NM_001693.3
ATP6V1C2_1_1110	ATP6V1C2	245973	NM_001039362.1;NM_144583.3
ATP6V1D_1_11001	ATP6V1D	51382	NM_015994.3
ATP6V1E2_1_01101	ATP6V1E2	90423	NM_080653.3
ATP6V1G2-DDX39B_1_011101	ATP6V1G2-DDX39B	100532737	NR_037853.1
ATP6V1G2_1_011	ATP6V1G2	534	NM_001204078.1;NM_130463.3;NM_138282.2
ATP6V1H_1_1110	ATP6V1H	51606	NM_015941.2;NM_213619.1;NM_213620.1
ATP8A2_1_01110	ATP8A2	51761	NM_016529.4
ATP8A2_2_10001	ATP8A2	51761	NM_016529.4
ATP8B1_1_10111	ATP8B1	5205	NM_005603.4
ATPAF2_1_01111	ATPAF2	91647	NM_145691.3
ATRX_1_1010	ATRX	546	NM_000489.3;NM_138270.2
ATR_1_111111	ATR	545	NM_001184.3
ATXN10_1_11011	ATXN10	25814	NM_001167621.1;NM_013236.3
ATXN3_1_100100	ATXN3	4287	NM_001127696.1;NM_001127697.2;NM_001164774.1;NM_001164776.1;NM_001164777.1;NM_001164778.1;NM_001164779.1;NM_001164780.1;NM_001164781.1;NM_001164782.1;NM_004993.5;NM_030660.4;NR_028453.1;NR_028454.1;NR_028455.1;NR_028456.1;NR_028457.1;NR_028458.1;NR_028459.1;NR_028460.1;NR_028461.1;NR_028462.1;NR_028463.1;NR_028464.1;NR_028465.1;NR_028466.1;NR_028467.1;NR_028468.1;NR_028469.1;NR_028470.1;NR_031765.1
ATXN3_2_011011	ATXN3	4287	NM_001127696.1;NM_001127697.2;NM_001164779.1;NM_001164780.1;NM_001164781.1;NM_004993.5;NM_030660.4;NR_028453.1;NR_028454.1;NR_028455.1;NR_028456.1;NR_028457.1;NR_028458.1;NR_028459.1;NR_028461.1;NR_028462.1;NR_028463.1;NR_028464.1;NR_028465.1;NR_028466.1;NR_028467.1;NR_028469.1;NR_031765.1;NM_001164774.1;NM_001164776.1;NM_001164778.1;NR_028460.1;NR_028468.1
ATXN7_1_01111	ATXN7	6314	NM_000333.3;NM_001177387.1;NM_001128149.2;NM_001128149.2;NM_001128149.2
AUP1_1_0011	AUP1	550	NM_181575.3
AURKB_1_110	AURKB	9212	NM_001256834.1;NM_004217.3
AVIL_1_0111	AVIL	10677	NM_006576.3
AWAT2_1_11011	AWAT2	158835	NM_001002254.1
AXIN2_1_1011	AXIN2	8313	NM_004655.3
AXL_1_01011	AXL	558	NM_001699.4;NM_021913.3
AZIN1_1_01101	AZIN1	51582	NM_015878.4;NM_148174.2
B3GAT2_1_1111	B3GAT2	135152	NM_080742.2
B3GAT3_1_11110	B3GAT3	26229	NM_012200.3
B3GNT2_1_1100	B3GNT2	10678	NM_006577.5
B3GNT4_1_10111	B3GNT4	79369	NM_030765.2
B3GNT5_1_11001	B3GNT5	84002	NM_032047.4
B4GALNT4_1_11001	B4GALNT4	338707	NM_178537.4
B4GALT2_1_10110	B4GALT2	8704	NM_001005417.2;NM_003780.4;NM_030587.2
B4GALT2_2_01001	B4GALT2	8704	NM_001005417.2;NM_003780.4;NM_030587.2
B4GALT7_1_0111	B4GALT7	11285	NM_007255.2
BAAT_1_00111	BAAT	570	NM_001127610.1;NM_001701.3
BACE2_1_10010	BACE2	25825	NM_012105.3;NM_138991.1;NM_138992.1
BACH1_1_1011	BACH1	571	NM_001186.2;NM_206866.1;NR_027655.1
BACH2_1_11001	BACH2	60468	NM_001170794.1;NM_021813.2
BAG1_1_111	BAG1	573	NM_001172415.1;NM_004323.5
BAG2_1_00111	BAG2	9532	NM_004282.3
BAG4_1_11000	BAG4	9530	NM_001204878.1;NM_004874.3
BAG6_1_01110	BAG6	7917	NM_001098534.1;NM_001199697.1;NM_001199698.1;NM_004639.3;NM_080702.2;NM_080703.2
BARHL1_1_01011	BARHL1	56751	NM_020064.3
BATF2_1_11011	BATF2	116071	NM_138456.3
BATF_1_110	BATF	10538	NM_006399.3
BAZ1A_1_10011	BAZ1A	11177	NM_013448.2;NM_182648.1
BAZ1B_1_0011	BAZ1B	9031	NM_032408.3
BAZ2B_1_1110	BAZ2B	29994	NM_013450.2
BBOX1_1_00111	BBOX1	8424	NM_003986.2
BBS1_1_0011	BBS1	582	NM_024649.4
BBS4_1_111	BBS4	585	NM_001252678.1;NM_033028.4;NR_045565.1;NR_045566.1
BBX_1_11000	BBX	56987	NM_001142568.1;NM_020235.5
BCAP29_1_1010	BCAP29	55973	NM_001008405.2;NM_018844.3;NR_027830.1
BCAR3_1_11111	BCAR3	8412	NM_003567.2
BCAS2_1_11110	BCAS2	10286	NM_005872.2
BCAT1_1_111	BCAT1	586	NM_001178091.1;NM_001178092.1;NM_001178093.1;NM_001178094.1;NM_005504.6
BCCIP_1_0101	BCCIP	56647	NM_016567.3;NM_078468.2;NM_078469.2
BCHE_1_10011	BCHE	590	NM_000055.2
BCKDHA_1_11111	BCKDHA	593	NM_000709.3;NM_001164783.1
BCL2L10_1_01111	BCL2L10	10017	NM_020396.2
BCL2L11_1_1111	BCL2L11	10018	NM_001204106.1;NM_001204107.1;NM_001204108.1;NM_001204109.1;NM_001204110.1;NM_001204111.1;NM_001204112.1;NM_006538.4;NM_138621.4;NM_138622.3;NM_138623.3;NM_138624.3;NM_138625.3;NM_138626.3;NM_138627.3;NM_207003.2
BCL2L13_1_11011	BCL2L13	23786	NM_015367.2
BCL2L1_1_01111	BCL2L1	598	NM_001191.2;NM_138578.1
BCL2L2-PABPN1_1_00011000	BCL2L2-PABPN1	100529063	NM_001199864.1
BCL2L2-PABPN1_2_00100001	BCL2L2-PABPN1	100529063	NM_001199864.1
BCL2L2_1_01010	BCL2L2	599	NM_001199839.1;NM_004050.4
BCL2_1_101010	BCL2	596	NM_000633.2;NM_000657.2;NM_000657.2
BCL2_2_010101	BCL2	596	NM_000633.2;NM_000657.2;NM_000657.2
BCL7A_1_11111	BCL7A	605	NM_001024808.1;NM_020993.3
BCL7C_1_00111	BCL7C	9274	NM_004765.2
BCL9L_1_11111	BCL9L	283149	NM_182557.2
BCLAF1_1_11101	BCLAF1	9774	NM_001077440.1;NM_014739.2;NM_001077441.1;NM_001077441.1;NM_001077441.1
BCORL1_1_0010101	BCORL1	63035	NM_021946.4
BCORL1_2_0101010	BCORL1	63035	NM_021946.4
BCOR_1_11101	BCOR	54880	NM_001123383.1;NM_001123384.1;NM_001123385.1;NM_017745.5
BCR_1_100101	BCR	613	NM_004327.3;NM_021574.2
BCS1L_1_01101	BCS1L	617	NM_001079866.1;NM_004328.4
BDH2_1_0010001	BDH2	56898	NM_020139.3
BDH2_2_1101100	BDH2	56898	NM_020139.3
BEGAIN_1_11111	BEGAIN	57596	NM_001159531.1;NM_020836.3
BEND2_1_11	BEND2	139105	NM_153346.4
BFP_1_00101111110	BFP	-40	BFP.1
BGLAP_1_11111	BGLAP	632	NM_199173.4
BHLHE22_1_11100	BHLHE22	27319	NM_152414.4
BHMT2_1_00111	BHMT2	23743	NM_017614.4;NM_001178005.1;NM_001178005.1
BIRC2_1_01111	BIRC2	329	NM_001166.3
BIRC5_1_1110	BIRC5	332	NM_001012270.1;NM_001012271.1;NM_001168.2
BIRC6_1_11111	BIRC6	57448	NM_016252.3
BIRC8_1_11110	BIRC8	112401	NM_033341.4
BLOC1S1-RDH5_1_0111	BLOC1S1-RDH5	100528022	NR_037658.1
BLOC1S1_1_011	BLOC1S1	2647	NM_001487.3;NR_037655.1;NR_037656.1;NR_037657.1
BMI1_1_1110	BMI1	648	NM_005180.8
BMP15_1_1110	BMP15	9210	NM_005448.2
BMP2K_1_010101	BMP2K	55589	NM_017593.3;NM_198892.1
BMP2_1_11110	BMP2	650	NM_001200.2
BMP3_1_11100	BMP3	651	NM_001201.2
BMP5_1_11111	BMP5	653	NM_021073.2
BMP6_1_01110	BMP6	654	NM_001718.4
BMP7_1_111001	BMP7	655	NM_001719.2
BMP7_2_000110	BMP7	655	NM_001719.2
BMP8A_1_1111101	BMP8A	353500	NM_181809.3
BMPR1A_1_10001000	BMPR1A	657	NM_004329.2
BMPR2_1_00110	BMPR2	659	NM_001204.6
BNC2_1_11111	BNC2	54796	NM_017637.5
BOK_1_00011	BOK	666	NM_032515.4
BOLA3-AS1_1_111	BOLA3-AS1	100507171	NR_045634.1;NR_045636.1
BPGM_1_11111	BPGM	669	NM_001724.4;NM_199186.2
BPTF_1_10111	BPTF	2186	NM_004459.6;NM_182641.3
BPY2B_1_01001	BPY2B	442867	NM_001002760.1
BPY2C_1_01001	BPY2C	442868	NM_001002761.1
BPY2_1_01001	BPY2	9083	NM_004678.2
BRAF_1_10011	BRAF	673	NM_004333.4
BRAP_1_1111	BRAP	8315	NM_006768.3
BRCA1_1_101111	BRCA1	672	NM_007294.3;NM_007297.3;NM_007298.3;NM_007299.3;NM_007300.3;NR_027676.1
BRCC3_1_10111	BRCC3	79184	NM_001018055.2;NM_001242640.1;NM_024332.3
BRD1_1_11011	BRD1	23774	NM_014577.1
BRD2_1_111	BRD2	6046	NM_001113182.2;NM_001199455.1;NM_001199456.1;NM_005104.3;NR_037625.1
BRD4_1_111	BRD4	23476	NM_058243.2;NM_014299.2;NM_014299.2
BRD8_1_10100	BRD8	10902	NM_001164326.1;NM_006696.3;NM_139199.1
BRF2_1_0101	BRF2	55290	NM_018310.3
BRI3_1_11111	BRI3	25798	NM_001159491.1;NM_015379.4
BRIP1_1_010001	BRIP1	83990	NM_032043.2
BRMS1_1_1111	BRMS1	25855	NM_001024957.1;NM_015399.3
BRPF3_1_11010	BRPF3	27154	NM_015695.2
BRSK1_1_11010	BRSK1	84446	NM_032430.1
BRSK2_1_1011	BRSK2	9024	NM_001256627.1;NM_001256630.1;NM_003957.3;NR_046331.1;NM_001256629.1;NR_046332.1;NM_001256629.1;NR_046332.1
BRWD1_1_01001	BRWD1	54014	NM_018963.4;NM_033656.3
BST1_1_1110	BST1	683	NM_004334.2
BST2_1_0101	BST2	684	NM_004335.2
BTAF1_1_11111	BTAF1	9044	NM_003972.2
BTF3L4_1_111101	BTF3L4	91408	NM_001136497.2;NM_152265.4;NM_001243767.1;NM_001243767.1;NM_001243767.1
BTF3P11_1_110	BTF3P11	690	NR_026983.1
BTF3_1_1011100	BTF3	689	NM_001037637.1;NM_001207.4
BTG2_1_11001	BTG2	7832	NM_006763.2
BTK_1_111111110	BTK	695	NM_000061.2
BTN2A3P_1_11	BTN2A3P	54718	NR_027795.1
BTNL3_1_11101	BTNL3	10917	NM_197975.2
BUB1B_1_11111	BUB1B	701	NM_001211.5
BUB1_1_101100000	BUB1	699	NM_004336.3
BUB1_2_010000111	BUB1	699	NM_004336.3
BZRAP1_1_10011	BZRAP1	9256	NM_004758.2;NM_024418.1
C10orf10_1_1110	C10orf10	11067	NM_007021.3
C10orf2_1_10011	C10orf2	56652	NM_001163812.1;NM_021830.4;NM_001163813.1;NM_001163814.1;NM_001163813.1;NM_001163814.1
C11orf24_1_1001	C11orf24	53838	NM_022338.3
C11orf30_1_1110	C11orf30	56946	NM_020193.3
C11orf45_1_11111	C11orf45	219833	NM_001256088.1;NM_145013.2;NR_045767.1
C12orf5_1_11000100	C12orf5	57103	NM_020375.2
C14orf105_1_11	C14orf105	55195	NM_018168.2
C14orf126_1_11101	C14orf126	112487	NM_080664.2
C14orf166B_1_11111	C14orf166B	145497	NM_194287.2
C14orf166_1_11000	C14orf166	51637	NM_016039.2
C14orf39_1_11111	C14orf39	317761	NM_174978.2
C15orf38-AP3S2_1_01101	C15orf38-AP3S2	100526783	NM_001199058.1
C16orf80_1_11011	C16orf80	29105	NM_013242.2
C17orf48_1_1100	C17orf48	56985	NM_020233.4
C17orf61-PLSCR3_1_01011	C17orf61-PLSCR3	100529211	NR_037719.1
C17orf75_1_11111	C17orf75	64149	NM_022344.3
C17orf76-AS1_1_01010	C17orf76-AS1	125144	NR_027165.1;NR_027170.1;NR_027667.1;NR_045022.1;NR_045028.1;NR_027158.1;NR_027159.1;NR_027160.1;NR_027161.1;NR_027162.1;NR_027163.1;NR_027164.1;NR_027166.1;NR_027167.1;NR_027168.2;NR_027169.1;NR_045021.1;NR_045027.1;NR_045029.1
C17orf85_1_1010	C17orf85	55421	NM_001114118.2
C18orf8_1_1110	C18orf8	29919	NM_013326.3
C19orf43_1_111	C19orf43	79002	NM_024038.2
C19orf48_1_11111	C19orf48	84798	NM_199249.1;NM_199250.1
C1QA_1_10110	C1QA	712	NM_015991.2
C1QA_2_01001	C1QA	712	NM_015991.2
C1QBP_1_111	C1QBP	708	NM_001212.3
C1QTNF5_1_01101110	C1QTNF5	114902	NM_015645.3
C1RL_1_1110	C1RL	51279	NM_016546.2
C1orf167_1_11	C1orf167	284498	XM_003118845.1;XM_003119773.1
C1orf87_1_01111	C1orf87	127795	NM_152377.2
C21orf62_1_11	C21orf62	56245	NM_001162495.2;NM_001162496.2;NM_019596.5
C21orf7_1_10100	C21orf7	56911	NM_020152.2
C22orf29_1_11	C22orf29	79680	NM_024627.5
C22orf45_1_11	C22orf45	646023	NR_028483.1
C2orf15_1_11	C2orf15	150590	NM_144706.2
C4A_1_1111111	C4A	720	NM_001252204.1;NM_007293.2
C4BPB_1_00111	C4BPB	725	NM_000716.3;NM_001017364.1;NM_001017365.1;NM_001017366.1;NM_001017367.1
C4B_1_1111111	C4B	721	NM_001002029.3;XM_003403595.1;XM_003403596.1
C5AR1_1_10111	C5AR1	728	NM_001736.3
C5_1_00011	C5	727	NM_001735.2
C6orf118_1_1011	C6orf118	168090	NM_144980.3
C6orf132_1_11	C6orf132	647024	NM_001164446.1
C7orf23_1_1011	C7orf23	79161	NM_024315.2
C8A_1_11100	C8A	731	NM_000562.2
C8G_1_1111	C8G	733	NM_000606.2
C8orf44-SGK3_1_0111110110	C8orf44-SGK3	100533105	NM_001204173.1
C8orf45_1_11	C8orf45	157777	NM_001136161.1
C9orf100_1_111	C9orf100	84904	NM_032818.2
C9orf96_1_111011111	C9orf96	169436	NM_153710.3
CA5B_1_11	CA5B	11238	NM_007220.3
CAB39_1_11101	CAB39	51719	NM_001130849.1;NM_001130850.1;NM_016289.3
CABLES1_1_11100	CABLES1	91768	NM_001100619.2;NM_001256438.1;NM_138375.2;NR_023359.1
CABP1_1_10100	CABP1	9478	NM_001033677.1;NM_004276.3;NM_031205.2
CABP4_1_111111	CABP4	57010	NM_145200.3
CABP5_1_11011	CABP5	56344	NM_019855.4
CACNA1F_1_10010	CACNA1F	778	NM_001256789.1;NM_001256790.1;NM_005183.2
CACNA1I_1_10110	CACNA1I	8911	NM_001003406.1;NM_021096.3
CACNA2D1_1_01011	CACNA2D1	781	NM_000722.2
CACNA2D2_1_0110	CACNA2D2	9254	NM_001005505.1;NM_001174051.1;NM_006030.2
CACNA2D3_1_00110	CACNA2D3	55799	NM_018398.2
CACNA2D4_1_10001	CACNA2D4	93589	NM_172364.4
CACNB4_1_11111	CACNB4	785	NM_000726.3;NM_001005746.2;NM_001005747.2;NM_001145798.1
CACNG2_1_01101	CACNG2	10369	NM_006078.3
CACNG4_1_11110	CACNG4	27092	NM_014405.3
CADM3_1_10011	CADM3	57863	NM_001127173.1;NM_021189.3
CAD_1_00111	CAD	790	NM_004341.3
CALB1_1_11110	CALB1	793	NM_004929.2
CALCR_1_10111	CALCR	799	NM_001164737.1;NM_001164738.1;NM_001742.3
CALM2_1_11111	CALM2	805	NM_001743.4
CALML3_1_0110	CALML3	810	NM_005185.2
CALML4_1_0111	CALML4	91860	NM_001031733.2;NM_033429.2
CALML5_1_111	CALML5	51806	NM_017422.4
CALN1_1_10010	CALN1	83698	NM_001017440.2;NM_031468.3
CALU_1_110100	CALU	813	NM_001130674.2;NM_001199671.1;NM_001199672.1;NM_001199673.1;NM_001219.4;NM_001199674.1
CALU_2_001010	CALU	813	NM_001130674.2;NM_001199671.1;NM_001199672.1;NM_001199673.1;NM_001199674.1;NM_001219.4
CAMK1D_1_01100	CAMK1D	57118	NM_020397.2;NM_153498.2
CAMK1G_1_00111	CAMK1G	57172	NM_020439.2
CAMK1_1_0111110	CAMK1	8536	NM_003656.4
CAMK2G_1_11101	CAMK2G	818	NM_001204492.1;NM_001222.3;NM_172169.2;NM_172170.4;NM_172171.2;NM_172173.2
CAMK4_1_001010110	CAMK4	814	NM_001744.4
CAMKK2_1_0110000	CAMKK2	10645	NM_006549.3;NM_153499.2;NM_153500.1;NM_172214.2;NM_172215.2;NM_172216.1
CAMKV_1_11011	CAMKV	79012	NM_024046.3
CAND1_1_1101	CAND1	55832	NM_018448.3
CANX_1_10100	CANX	821	NM_001024649.1;NM_001746.3
CAP1_1_11010	CAP1	10487	NM_001105530.1;NM_006367.3
CAP2_1_1111	CAP2	10486	NM_006366.2
CAPN11_1_1110	CAPN11	11131	NM_007058.3
CAPN12_1_0011	CAPN12	147968	NM_144691.3
CAPN2_1_010100	CAPN2	824	NM_001146068.1;NM_001748.4
CAPN2_2_001011	CAPN2	824	NM_001146068.1;NM_001748.4
CAPN5_1_11001	CAPN5	726	NM_004055.4
CAPN7_1_11110	CAPN7	23473	NM_014296.2
CAPN9_1_11010	CAPN9	10753	NM_006615.2;NM_016452.1
CAPS2_1_1110	CAPS2	84698	NM_032606.3
CAPSL_1_11111	CAPSL	133690	NM_001042625.1;NM_144647.3
CAPZB_1_00111	CAPZB	832	NM_001206540.1;NM_004930.3;NR_038125.1
CARD14_1_11111	CARD14	79092	NM_024110.3
CARD9_1_01100	CARD9	64170	NM_052813.4;NM_052814.3
CARM1_1_1101	CARM1	10498	NM_199141.1
CARS_1_11111	CARS	833	NM_001014437.2;NM_001194997.1;NM_001751.5;NM_139273.3;NR_036542.1
CASC1_1_1110	CASC1	55259	NM_001082972.1;NM_001082973.1;NM_001204101.1;NM_001204102.1;NM_018272.3
CASK_1_11111	CASK	8573	NM_001126054.2;NM_001126055.2;NM_003688.3
CASP14_1_1101	CASP14	23581	NM_012114.2
CASP2_1_10110	CASP2	835	NM_001224.4;NM_032982.3;NM_032983.3
CASP5_1_00011	CASP5	838	NM_001136109.1;NM_001136112.1;NM_004347.3;NR_024239.1;NM_001136110.1;NR_036562.1
CASP6_1_110000	CASP6	839	NM_001226.3;NM_032992.2
CASP6_2_000111	CASP6	839	NM_001226.3;NM_032992.2
CASP7_1_01110	CASP7	840	NM_001227.3;NM_033338.4;NM_033339.3;NM_033340.2
CASP8AP2_1_10100	CASP8AP2	9994	NM_001137667.1;NM_001137668.1;NM_012115.3
CASP8_1_01101	CASP8	841	NM_001080124.1;NM_001080125.1;NM_001228.4;NM_033355.3;NM_033356.3;NM_033358.3;NM_033358.3
CASR_1_11001	CASR	846	NM_000388.3;NM_001178065.1
CBFA2T3_1_01101	CBFA2T3	863	NM_005187.5;NM_175931.2
CBFB_1_11111	CBFB	865	NM_001755.2;NM_022845.2
CBLB_1_111	CBLB	868	NM_170662.3
CBLL1_1_00111	CBLL1	79872	NM_024814.2;NR_024199.1
CBLL1_2_11000	CBLL1	79872	NM_024814.2;NR_024199.1
CBL_1_01011	CBL	867	NM_005188.3
CBL_2_10100	CBL	867	NM_005188.3
CBR1_1_01001	CBR1	873	NM_001757.2
CBR3_1_0011	CBR3	874	NM_001236.3
CBS_1_101	CBS	875	NM_000071.2;NM_001178008.1;NM_001178009.1
CBX2_1_11110	CBX2	84733	NM_032647.3;NM_005189.2;NM_005189.2
CBX4_1_111	CBX4	8535	NM_003655.2
CBX6_1_111	CBX6	23466	NM_014292.3
CBX7_1_10101	CBX7	23492	NM_175709.3
CCBP2_1_1110	CCBP2	1238	NM_001296.4
CCDC12_1_111	CCDC12	151903	NM_144716.3
CCDC146_1_11110	CCDC146	57639	NM_020879.2
CCDC169-SOHLH2_1_1011	CCDC169-SOHLH2	100526761	NM_001198910.1
CCDC71_1_0011	CCDC71	64925	NM_022903.3
CCKBR_1_111	CCKBR	887	NM_176875.3
CCL14-CCL15_1_101111101	CCL14-CCL15	348249	NR_027921.2;NR_027922.2
CCL14_1_00111	CCL14	6358	NM_032962.4;NM_032963.3
CCL19_1_11101	CCL19	6363	NM_006274.2
CCL21_1_01110	CCL21	6366	NM_002989.2
CCL24_1_01011	CCL24	6369	NM_002991.2
CCL25_1_1100	CCL25	6370	NM_001201359.1;NM_005624.3
CCL26_1_1110	CCL26	10344	NM_006072.4
CCL5_1_111011	CCL5	6352	NM_002985.2
CCL7_1_10101	CCL7	6354	NM_006273.2
CCL8_1_011111	CCL8	6355	NM_005623.2
CCNA2_1_01111	CCNA2	890	NM_001237.3
CCNB1IP1_1_11111	CCNB1IP1	57820	NM_021178.3;NM_182849.1;NM_182851.1;NM_182852.2
CCNB1_1_0111	CCNB1	891	NM_031966.3
CCNC_1_11000	CCNC	892	NM_001013399.1;NM_005190.3
CCND1_1_001101	CCND1	595	NM_053056.2
CCND1_2_110010	CCND1	595	NM_053056.2
CCND2_1_00111	CCND2	894	NM_001759.3
CCND3_1_00101	CCND3	896	NM_001136017.2;NM_001760.3;NM_001136125.1;NM_001136126.1
CCNDBP1_1_110001	CCNDBP1	23582	NM_012142.4;NR_027513.2;NR_027514.2;NR_045998.1;NR_045999.1
CCNDBP1_2_001110	CCNDBP1	23582	NM_012142.4;NR_027513.2;NR_027514.2;NR_045998.1;NR_045999.1
CCNE2_1_11111	CCNE2	9134	NM_057749.2
CCNG1_1_11111	CCNG1	900	NM_004060.3;NM_199246.1
CCNI_1_11001	CCNI	10983	NM_006835.2
CCNJ_1_0111	CCNJ	54619	NM_001134375.1;NM_001134376.1;NM_019084.4
CCNK_1_11110	CCNK	8812	NM_001099402.1
CCNL1_1_00111	CCNL1	57018	NM_020307.2
CCNT1_1_11110	CCNT1	904	NM_001240.3
CCNT2_1_01110	CCNT2	905	NM_001241.3;NM_058241.2;NR_037649.1;NR_037649.1
CCR10_1_1101	CCR10	2826	NM_016602.2
CCR1_1_00011	CCR1	1230	NM_001295.2
CCR1_2_11100	CCR1	1230	NM_001295.2
CCR7_1_00110	CCR7	1236	NM_001838.3
CCR8_1_0101	CCR8	1237	NM_005201.3
CCRL1_1_01110	CCRL1	51554	NM_016557.2;NM_178445.1
CCRN4L_1_1111	CCRN4L	25819	NM_012118.2
CCT2_1_1001	CCT2	10576	NM_001198842.1;NM_006431.2
CCT5_1_11110	CCT5	22948	NM_012073.3
CCT6A_1_10011	CCT6A	908	NM_001009186.1;NM_001762.3
CD109_1_00111	CD109	135228	NM_001159587.1;NM_001159588.1;NM_133493.3
CD151_1_11010	CD151	977	NM_001039490.1;NM_004357.4;NM_139029.1;NM_139030.3
CD163_1_0101	CD163	9332	NM_004244.5;NM_203416.3
CD163_2_1010	CD163	9332	NM_004244.5;NM_203416.3
CD1C_1_01011	CD1C	911	NM_001765.2
CD200R1_1_11011	CD200R1	131450	NM_138806.3;NM_170780.2;NM_138939.2;NM_138940.2;NM_138939.2
CD207_1_1110	CD207	50489	NM_015717.3
CD209_1_011000	CD209	30835	NM_001144895.1;NM_001144896.1;NM_001144897.1;NM_001144899.1;NM_021155.3;NR_026692.1;NM_001144893.1;NM_001144894.1
CD248_1_1110	CD248	57124	NM_020404.2
CD274_1_1010	CD274	29126	NM_014143.3
CD300C_1_11001	CD300C	10871	NM_006678.3
CD302_1_11111	CD302	9936	NM_001198763.1;NM_001198764.1;NM_014880.4
CD320_1_10110	CD320	51293	NM_001165895.1;NM_016579.3
CD34_1_11010	CD34	947	NM_001025109.1;NM_001773.2
CD36_1_101111	CD36	948	NM_000072.3;NM_001001547.2;NM_001001548.2;NM_001127443.1;NM_001127444.1
CD3G_1_1011	CD3G	917	NM_000073.2
